,UserName,StarRatings,ReviewTitle,ReviewText,ReviewTime
2463,Saiah,5.0 out of 5 stars,Excellent sunscreen for my extra sensitive skin 👌,  The best sunscreen that I ever used. I’m sooooo happy of my purchase ❤️❤️ I fell in love with the brand," May 8, 2021"
2464,Nora,5.0 out of 5 stars,PERFECT PROFUCT,  Its perfect. Its the best i have ever used," October 4, 2018"
2465,Amazon Customer,5.0 out of 5 stars,Amazing product!,  I don’t go a day without using this product. I’ve been using it for a few years now and have converted all my friends! One bottle lasts me about 6 months. Highly recommend!," April 25, 2019"
2466,Grace Lee,5.0 out of 5 stars,love this sunscreen,  I love this sunscreen! it has all the protection that I'm looking for and doesn't break me out! But not suited for flash photography but perfect for everyday wear," December 7, 2015"
2467,CC,5.0 out of 5 stars,Will always have on hand,  Does everything it says. Great for everyday use. (A little heavy for high summer for me personally but that's a personal preference)," July 3, 2020"
2468,Tanmoy Baidya,5.0 out of 5 stars,Finally a sunscreen that works! Nothing more to say ...,  Finally a sunscreen that works! Nothing more to say. It doesn't feel sticky and doesn't leave skin feeling greasy. And is definitely worth a try.," February 10, 2017"
2469,Amazon Customer,5.0 out of 5 stars,Lightweight and no white film,  Goes on clear. Great to blend with a moisturizer," August 24, 2021"
2470,Amy,5.0 out of 5 stars,Great lotion,  Great for everyday use! Not oily!," July 12, 2019"
2471,Stacey L Ricks,4.0 out of 5 stars,Not at all greasy,"  I was very concerned about a facial sunscreen that felt greasy. This one does not. It works well. The only thing I don't like is the sunscreen smell, but I think they all have that."," April 3, 2016"
2472,Danny D.,5.0 out of 5 stars,Good alternative,  Cost effective alternative for prescription sunscreen.," July 14, 2018"
2473,Kaley,3.0 out of 5 stars,Too good to be true.,"  I was so excited to get this product and use it on my trip to Hawaii. I am a skin freak and want to stay young looking as long as I can. I purposely bought this for my face and was disappointed that I looked oily and completely broke out every time I used it... I am happy I didn't get sunburnt so that's a plus. But having a ton of zits wasn't my favorite thing ever...therefore, three stars. Super hard to find a sunscreen that really has it all for your face."," March 23, 2016"
2474,PorkBot,5.0 out of 5 stars,"Lightweight, good texture",  This is my favorite sunscreen for my face. It has a high SPF but it is lightweight and isn't pasty/thick/sticky like a lot of sunscreens can be. I goes on smoothly and works well under make up.," August 27, 2014"
2475,Tibyan,5.0 out of 5 stars,It deserve the hype I love it,"  I love how it glides on my skin, easy to spread and not tacky"," August 23, 2021"
2476,Lolita Wike,5.0 out of 5 stars,The best I have used,  They sold this at my dermatologist's office. I got a sample and ordered it here for less. I have extremely sensitive skin and I have no problem with this brand. It smells very neutral too.," September 26, 2014"
2477,P. J. Shoemaker,5.0 out of 5 stars,Great ingredients,  Love the creaminess and spf without having a white face.," July 8, 2018"
2478,Leigh,5.0 out of 5 stars,Great sunscreen!,  I love this broad spectrum sunscreen!  Goes on nicely and makeup doesn't pill when applied over it.," September 14, 2017"
2479,Amazon Customer,5.0 out of 5 stars,The best,  Being an esthetician I have tried it all and been using this for 5 years now! The best," April 22, 2018"
2480,Ariane,5.0 out of 5 stars,Excellent sunscreen,  Excellent sunscreen!," July 5, 2020"
2481,Faith Yanez,5.0 out of 5 stars,Great for acne prone skin,  My favorite sunscreen.," January 29, 2021"
2482,Roberta,5.0 out of 5 stars,"Smooth, no fragrance, nice",  It’s really good. I’m so happy it has no fragrance.," August 1, 2018"
2483,Orangedoxie,3.0 out of 5 stars,Caused breakouts,  Loved the texture and how fast it absorbed.  Caused my acne prone skin to go nuts though. I missed the window for returning the product so I'll be using it on my hands.," December 7, 2015"
2484,MemSag78,5.0 out of 5 stars,Love it.,  Love it...This is a my regular sunscreen...I have oily acne prone skin and this stuff works perfectly with my skin. No breakouts and excessive oil.," May 16, 2016"
2485,Kalesr,5.0 out of 5 stars,Good sun block,  Have tried many facial sunblocks. This is one of the few that goes on clear and absorbs well.  I can use my normal moisturizer over it with no problem. Can also add a primer if wanted without feeling too heavy.," February 5, 2013"
2486,J. Honeywell,3.0 out of 5 stars,So far so good.,"  I've only used this product twice, but it seems to work well. It feels a little heavy on my skin but it's good sunscreen so I'm happy with it. I use it only when I know I'm going to get a lot of sun exposure. The rest of the time I use a lighter SPF moisturizing cream."," February 19, 2013"
2487,Lisa K,5.0 out of 5 stars,Best facial lotion ever!,"  I have very sensitive and acne prone skin. I've tried a lot of products in the past and this is by far the best facial lotion out there. I had a lotion that worked really well called Epionce, however it didn't have any sun protectent. I used sunscreen on top of using that product but would break out due to the sunscreen. Elta is lightweight, seemingly fragrance free and doesn't make you break out. I haven't noticed any reduction in rosacea, as I am a pale blonde gal. But the redness doesn't really bother me. I've recommended this to so many of my friends that suffer with acne or sensitive skin. I lather this on every morning. I don't wear foundation so I am not sure how they coordinate with eachother but the lotion absorbs relatively quickly. The best candidates for this product is oily, sensitive and acne prone skin. If your looking for super moister cream, this is not for you. Although this topical is pretty expensive, but it is totally worth it."," October 27, 2014"
2488,Terry Bellomo,5.0 out of 5 stars,Best sunscreen ever.,"  I suffer from Rosacea (?) and am very red and blushed looking most of the Summer.  I have tried many sunscreens, when my dermatologist recommended this I tried it, wow, what a difference, great product."," October 4, 2013"
2489,melissa k,5.0 out of 5 stars,This is the most amazing daily sunscreen,"  This is the most amazing daily sunscreen. I tested a lot before I settled on this one. It doesn't break me out, plus leaves my skin moisturized. Been using this product for over a year."," December 16, 2016"
2490,j,5.0 out of 5 stars,Love it,  Trusted brand of sunscreen you want to have for the summer!," August 14, 2020"
2491,MEEDA,5.0 out of 5 stars,Five Stars,  Best sunscreen I ever used....great for sensitive skin," July 23, 2018"
2492,Ale,5.0 out of 5 stars,Protects my skin not greasy very natural,  I like the way it feels on my skin," July 4, 2019"
2493,mary_k,5.0 out of 5 stars,My Dermatologist recommended this to me,  My Dermatologist recommended this to me. It's incredibly light and not your typical sunscreen. Light enough to wear under makeup. Does not leave my skin oily and does not clog pores.," March 21, 2016"
2494,jedski,5.0 out of 5 stars,great product,"  Not only does this product do a great job on sun protection, but it goes on very smoothly and easily as a lightweight cream. With almost every other sunblock I have tried, I get irritating 'eyesting' when the stuff gets in my eyes. This has yet to happen with the Elta MD product. It also goes on clear, without the pasty white look with many of the zinc oxide based creams and lotions."," June 14, 2016"
2495,NCCMc,5.0 out of 5 stars,Best price I've seen anywhere is right here on Amazon,"  My doctor sells this. My skin us combination, acne prone, and I have eczema. It's non greasy and really works. Best price I've seen anywhere is right here on Amazon."," September 12, 2015"
2496,Jessica P,5.0 out of 5 stars,Hands-down the best,  Absolutely the best sunscreen I have found for my sensitive skin. I use it religiously every single day - no burning/breakouts/oil/etc.," December 23, 2019"
2497,Catalina Pineda Giraldo,5.0 out of 5 stars,It’s everything you want in a sunscreen,  Best sunscreen ever!!! Don’t clog my pores," September 5, 2020"
2498,Michelle,5.0 out of 5 stars,Works great.,"  Very light, and goes well under make up. Works great."," July 3, 2018"
2499,Jean Fitchitt,5.0 out of 5 stars,Good protection.,  Sun Protection," July 25, 2021"
2500,espaff,5.0 out of 5 stars,Just ordered my second bottle!,"  I'm 35 with pale, freckled, acne prone skin so sunscreen is a necessity and has always been my worst nightmare because it always breaks my face out! This is the first sunscreen that not only has not caused any breakouts but has helped my acne without drying out my skin! It absorbs very quickly and is not at all greasy, thank you!!"," June 17, 2013"
2501,Amazon Customer,5.0 out of 5 stars,The BEST physical sunscreen that I've found!,"  I have tried physical (zinc oxide or titanium dioxide-based) sunscreens in the past, but they either left me looking like a ghost or had a tacky finish that didn't work well under makeup (besides looking very chalky). Researching online, I came across a recommendation for Elta MD, and now I can say I have finally found a sunscreen that meets all my criteria. No white cast on my olive skin, a silky-smooth finish, non-irritating, no breakouts, and no additional ""grease"" on an already very oily face, and the texture is very light.  In short, it's perfect!"," May 22, 2013"
2502,Sarah Spada,5.0 out of 5 stars,very good product,"  This moisturizer is really good, but I just want to warn you that it's very thin so you don't need a lot. The smell is light and my skin feels great throughout the day, even after working up a sweat at the gym."," June 19, 2012"
2503,Amz Customer,5.0 out of 5 stars,Good sun block and does not clog your pores,  Good sun block and does not clog your pores. I have acne prone skin and this is a life saver.," September 15, 2017"
2504,HongDa Tang,1.0 out of 5 stars,It is like putting glue on your face.,"  Wow, complete waste of money."," September 14, 2020"
2505,Kindle Customer,2.0 out of 5 stars,Pills up on skin,"  This product pills up on my skin like none other. Does not play well with makeup. Works well as a sunscreen, but I don't feel like it's worth the trouble."," May 28, 2018"
2506,Janet,5.0 out of 5 stars,Causes rash on your face!!!!,  I started using it and broke out in rashes all over my face! Please do a test patch to see if this doesn’t break you out.," September 3, 2020"
2507,Morgan Mastin,5.0 out of 5 stars,Five Stars,  My all time favorite face sunscreen after trying dozens!," July 30, 2018"
2508,Cici,1.0 out of 5 stars,Dont buy please.,"  The only sunscreen I use that fights everything. Fights with my other skincare( even water type serum) and mu foundation, no matter how. It's price and worth nothing."," February 26, 2019"
2509,Nekoz,5.0 out of 5 stars,"very lightweight, non-greasy, no whitecast","  Very lightweight and does not leave any whitecast on your face. I have a medium complexion and so most sunscreens leave me looking ghostly. This sunscreen is not greasy at all, which is another plus.  And it also contains niacinamide which is great for melasma."," January 14, 2018"
2510,Miranda Fyffe,5.0 out of 5 stars,Using with an acne medication,  Does the trick and doesn’t make my problem skin oily," October 23, 2018"
2511,Kate,1.0 out of 5 stars,Bad reaction to sunscreen,  I had a horrible reaction to this product. My face developed many white bumps that lasted over a week.," April 19, 2021"
2512,Living in NV,5.0 out of 5 stars,Two thumbs up for Eltamd UV clear,"  I love this product, goes on easy and you can wear your makeup over it. It goes on clear and isn't greasy. I have rosacea and I have never had an issue wearing it. I have used this for over a year."," July 12, 2014"
2513,sarah,5.0 out of 5 stars,great product,  best sunscreen used for years," June 30, 2021"
2514,Tintin,4.0 out of 5 stars,Got it in time,  Good but expensive," August 4, 2020"
2515,karo,5.0 out of 5 stars,Great product,"  The product is light-weight, works well under makeup, and does not irritate my acne-prone skin."," June 1, 2020"
2516,Michael Greene,5.0 out of 5 stars,great product,  sunscreen for my face," August 10, 2021"
2517,Gail ,5.0 out of 5 stars,Dermatologist recommended!,  Goes on clear and provides excellent sun protection.," August 20, 2019"
2518,kim,4.0 out of 5 stars,Thought it was face moisturizer also but just sun block ...,  Thought it was face moisturizer also but just sun block. My fault though didn't read the description all the way.," September 21, 2017"
2519,HelpfulReviewer,5.0 out of 5 stars,Performs well!,  I understand why this product is recommended by so many dermatologists.  It really performs and does it while hiding... you won't see it on your face whatsoever.  Very pleased.," May 21, 2015"
2520,p. clark,5.0 out of 5 stars,Best sunscreen ever,  I love this sunscreen for my face!  I wear it every day without fail. It goes on smooth and clear and does a great job.  It was recommended by a dermatologist.  I get it from Amazon at a great price.," September 3, 2013"
2521,Pamela H.,5.0 out of 5 stars,Best sunscreen ever!,  Love this! Never use anything else!," May 20, 2019"
2522,CheyLuv,5.0 out of 5 stars,Great product!,"  Works great for acne prone skin, used for a cruise do to bring out in the sun so much. No breakouts just the right kind of moisture."," September 8, 2016"
2523,Franxswife,5.0 out of 5 stars,I love this sunscreen,"  I am prone to acne and this doesn't break me out and protects my face.  I live in AZ, so I really need the protection. It's smooth, not chalky or pasty.  It goes very well under make-up too."," April 17, 2014"
2524,Katlynne Myers,2.0 out of 5 stars,Would not buy again,  Made my skin dry felt gooey and wierd on my face," June 3, 2019"
2525,lemurpants,5.0 out of 5 stars,Fantastic for sensitive/acne prone skin,"  This stuff is amazing. I love the consistency - very light and it blends easily. I don't wear anything over it; I just wear an oil free moisturizer under it. I have very sensitive, acne-prone skin and this is the first sunscreen I've been happy with in my entire life."," April 11, 2013"
2526,DL,5.0 out of 5 stars,I love this sunscreen - I have very sensitive skin and ...,"  I love this sunscreen - I have very sensitive skin and I tend to react very easily, but this never makes me react. I actually first used it when I went to my dermatologist and got a peel, he used it after the procedure. I loved the light and non greasy feel so much that I bought it to use for daily use and if my dermatologist thinks it's strong enough to be used after a peel, I trust that it provides great protection as well."," December 22, 2014"
2527,Joseph T Petray Jr,5.0 out of 5 stars,It’s a great product.,"  Goes on easy, keeps my face and ? From burning in the sun!"," September 19, 2020"
2528,Michelle Rene Elam,5.0 out of 5 stars,Normally hate sunblock,"  I hate wearing sunblock. It's sticky. It turns white. It's filled with chemicals probably worse for my skin than the sun. This sunblock is lovely, no smell, no white, rubs in very thin and the ingredients are not scary."," June 28, 2011"
2529,SK,5.0 out of 5 stars,Goes on dry. Works well.,  Goes on dry. Is pretty clear and leaves no residue.," June 25, 2018"
2530,Ryan H.,5.0 out of 5 stars,Comes on clean,  Doesn't leave an annoying film on your face after use.  Really moisturizing and high quality.," August 3, 2019"
2531,GDixon,5.0 out of 5 stars,Best sunscreen,  Excellent sunscreen very light and feels good.," January 2, 2021"
2532,S. Shepherd,5.0 out of 5 stars,This is a very light weight lotion that provides excellent sun protection,  This is a very light weight lotion that provides excellent sun protection. It does not sting your eyes or cause break outs.," December 4, 2016"
2533,Pat F,5.0 out of 5 stars,Perfect product for Oily/Acne/Sensitive Skin,"  I have never found a moisturizer I liked due to my oily/acne prone skin. My dermatologist recommended this one and I can see why. It absorbs completely and with SPF 50, I know I am protected no matter what the weather. Great product. Wish I would have found it sooner."," November 19, 2015"
2534,Anetika B,5.0 out of 5 stars,Favorite sunscreen,  Very happy with the purchase," September 20, 2019"
2535,Kittycatz,5.0 out of 5 stars,Love,  Love," April 3, 2019"
2536,sp,5.0 out of 5 stars,good product,"  doesn't require much amount each time, goes on easily, not very thick or thin, initially a sticky feeling on face that goes away in half hour. very minimal white residues only if u use a lot."," February 28, 2014"
2537,Anne,5.0 out of 5 stars,Great sun protection.,  Not grease.," July 2, 2019"
2538,vac-mac,5.0 out of 5 stars,Super soft,  This is hands down the best  sun screen I have ever had. It doesn’t irritate my skin and it’s easy to apply without leaving a white residue.," April 25, 2020"
2539,HarryNKatch,5.0 out of 5 stars,Recommended by my dermatologist,  Great sunscreen," January 28, 2019"
2540,Rob Jurewicz,5.0 out of 5 stars,Love this Sunscreen,  Great for everyday. Recommend," June 28, 2021"
2541,DMcArney,5.0 out of 5 stars,I love this SPF cream,"  I love this SPF cream, it feel terrific.  My husband received a sample at his dermatologist's office and I used it.Loved it so much I ordered the bottle."," October 1, 2015"
2542,kathryn Oneill,1.0 out of 5 stars,Rubs right off,  Pills like crazy! So disappointed," June 9, 2021"
2543,Steven Dowgiala,5.0 out of 5 stars,VERY GOOD PRODUCT,  My doctor recommended it and it is now greasy.," July 19, 2018"
2544,Nina Guo,5.0 out of 5 stars,Very comfortable,"  Very comfortable, any it DOES the job. Recommended."," March 2, 2019"
2545,CraftyMom,5.0 out of 5 stars,Great product!,  Great product. Love the texture of the lotion. I wear it every day!!  Highly recimmended," November 24, 2016"
2546,Off to the beach,5.0 out of 5 stars,No clogged pores!,"  I tend to get clogged pores from sunscreen, but this stuff doesn't do that."," April 14, 2018"
2547,Masuda,5.0 out of 5 stars,"Finally, I found SPF that I am happy with :)","  It is so lightweight, non-sticky, non-greasy, applies easily. I love that it has a pump. I bought this during hot summer months, so I am using moisturizer with it. I apply my moisturizer at night though."," March 26, 2014"
2548,bb148,5.0 out of 5 stars,Awesome product,  Very light.  Most moisturizers with high sunblock factor are thick and greasy.  This is light and silky.  I use as moisturizer all year long and makeup goes on flawlessly on top.  Amazon has a great price.," June 15, 2012"
2549,farmgirl,5.0 out of 5 stars,Light weight and not greasy,"  Light weight and no greasy, Good under make-up, would buy again"," March 20, 2018"
2550,Amanda,5.0 out of 5 stars,Long lasting! I have very sensitive skin and those ...,"  Long lasting! I have very sensitive skin and those product does not break me out so I'm completely sold on it. Lightweight, a little goes a long way."," August 26, 2016"
2551,Star,5.0 out of 5 stars,Recommended by my dermatologist,"  I've been loyal to this product for many years.  It is sheer, lightweight and makes my skin look and feel very healthy. I highly recommend it."," September 14, 2019"
2552,N,4.0 out of 5 stars,It blends so easily into my skin and the lotion is so light,  My go-to sunscreen for my face!!! It blends so easily into my skin and the lotion is so light!," November 10, 2017"
2553,Shoe-da-lay-e-hu,3.0 out of 5 stars,"Non greasy, but leaves a cast","  Not greasy, but leaves a slight film on dark skin. In order for this not to show you have to use very little and rub in well or else you get a grey cast."," November 22, 2015"
2554,Sarah,5.0 out of 5 stars,Been using it for years,"  Love this stuff. It's weightless, doesn't clog pores, not oily at all, and looks great under my make up. And SPF 46? There is cheaper stuff on the market, and I'm a savvy shopper... but I'm not giving this up."," February 3, 2014"
2555,Sarah E Burkhart,4.0 out of 5 stars,"Great for drier months, a little too greasy for humid environments","  My husband bought this on the recommendation of his dermatologist. I can't wear it in the summer, as it's just a tad bit too greasy for the more humid months. It is wonderful in the winter, though."," January 4, 2015"
2556,Rocio Flores,5.0 out of 5 stars,Five Stars,  Best sunscreen for sensitive skin on the market.," July 9, 2018"
2557,Lynn,1.0 out of 5 stars,My skin didn't like it!,  Caused a horrible breakout within 24 hours. Thankfully it healed up completely in 2-3 days. Not sure if it was an allergic reaction.," August 1, 2016"
2558,murrayhill,2.0 out of 5 stars,Leaves white marks,"  This lotion did not rub in well for me. After I thought it was fully rubbed in, my friend pointed out white streaks on my cheekbone and peeling along my jawline."," June 20, 2017"
2559,C. Hobson,4.0 out of 5 stars,Recommended by my dermatologist,"  I like the texture of this lotion, and it absorbs relatively quickly. It works well under make-up, and provides good SPF protection. However, the product leaked a little during shipment (possibly because I live at high altitude), and the pump does not seem to work particularly well. It also does not moisturize quite as well as I had hoped."," December 2, 2013"
2560,Amazon Customer,4.0 out of 5 stars,An Australia Doctor recommended us a Vitamin B3,"  I have to wear sunscreen every day.  I have had past Basel cell skin cancers.  An Australia Doctor recommended us a Vitamin B3, 1000 MG for protection from the sun.  This sunscreen, Eltamd UV has that vitamin B3 that was recommended.  I will let the company know in the next few years if there sunscreen worked to protected my skin."," May 29, 2016"
2561,Liana Carisa Yamasaki,5.0 out of 5 stars,Best sunscreen,"  Light and yet effective, this sunscreen leaves no white embarrassing film on your face...perfect for every day use and not heavy so it can be used as a moisturizer, too. Overall an excellent buy!"," March 4, 2014"
2562,Pamela K.,5.0 out of 5 stars,I really like this product,  I really like this product. It goes on smooth. Slight white coloring. Doesn't clog pores. I can use it every day. It goes on smooth. Can't say enough good things about it.," April 25, 2015"
2563,Chris Burt,5.0 out of 5 stars,Only Stuff I Use,"  Very lightweight, not greasy like some facial sunscreens. Does not irritate sensitive skin or clog pores. Bottle is small enough to keep in golf bag or tackle box. Very good product, and I have tried them all!"," January 8, 2014"
2564,Teresa Cesario,5.0 out of 5 stars,Five Stars,"  Rain or shine, I wear it everyday. Goes on clear and smooth and I feel protected."," October 30, 2017"
2565,raczniak,5.0 out of 5 stars,great,  this is the only sunscreen i will use on my 58 year old face; i have acne prone skin (still) and this doesnt break me out.  I like their other products too and feel this is a good quality brand.," September 6, 2013"
2566,Benjamin S,5.0 out of 5 stars,"Good sunscreen, isn't completely sheer.","  It's a bit difficult to apply after I've applied my Cerve moisturizer, as it beads up on the skin"," March 22, 2019"
2567,Amazon Customer,5.0 out of 5 stars,Worth it,"  I have sensitive skin and this lotion is great, use it all the time. My skin doesn’t break out or get red from it. No harsh chemicals..I have been using this for years"," August 10, 2018"
2568,MLiley,5.0 out of 5 stars,Wonderful product!,  This is the best moisturizer and sunscreen in one. It doesn't leave my skin oily or cause break outs. My dermatologist recommended it and I have used it for over a year. I can occasionally have and slight oil to my tone and this has actually seem to help it.," August 28, 2016"
2569,Gao,4.0 out of 5 stars,"Not greasy, not irritating",  My dermatologist recommended it and I have stayed with this. I like that is it not too greasy and do not irritate my skin as most sunscreens do.," February 17, 2017"
2570,martha murphy,5.0 out of 5 stars,Good size for travel light weight creamy not heavy and ...,  Good size for travel light weight creamy not heavy and thickI have an allergy to the sun and many sunscreens are very irritating to my skin. Love this product," August 8, 2015"
2571,lady1291,3.0 out of 5 stars,really drying,"  I imagine it works well as a sunscreen, but definitely not as a moisturizer or skin-clearer. I've been wearing this exclusively for about a week and my skin is left feeling super dry, like to the point where it's uncomfortable, as though I'd rubbed six layers of alcohol over it. And my acne is still as bad as it was, not that I was really expecting this to clear it (just not make it worse). I hoped this would work as my one-stop moisturizer w/ SPF that wouldn't clog up my pores or leave my face greasy like so many SPF products do, but I'll either have to wear it over another moisturizer or keep looking."," October 19, 2015"
2572,Carrie,5.0 out of 5 stars,Excellent mineral barrier sunscreen for faces,"  I don't generally spend this much money on facial/beauty products, but I've had problems with Melasma, so I wanted a true mineral barrier sunscreen.  I'm also prone to breakouts, so decided to spend the big bucks on this dermatologist recommended product. I love it because it doesn't feel oily, doesn't cause breakouts, and doesn't leave white residue on my face. I use it religiously every morning (in combo with a chemical sunscreen I put on first). I still get some blotchy skin-darkening due to the Melasma, but I believe that would be the case no matter how much sunscreen I put on."," October 28, 2014"
2573,J. A. Gaul,5.0 out of 5 stars,I LOVE this product,  I LOVE this product!  I have very sensitive skin and have to be super careful what I use as most things will break me out. I use this product every day and NO breakouts!," March 10, 2015"
2574,Tammy,1.0 out of 5 stars,Doesn't Work for Me,"  I wanted to love this product because of all the amazing reviews and it's non-comedogenic....however, it pills on my face so bad!! I'm going to return this."," January 24, 2020"
2575,GabyRosMakeup,1.0 out of 5 stars,Bad Reaction,  It gave me a very  bad allergic reaction I tried on half of my face 🥺," March 12, 2021"
2576,Kkv,3.0 out of 5 stars,Not sure if this is actually new or if the ...,  Not sure if this is actually new or if the pump is just strange.  It had product inside the lid when I got it.  It did come in a box with a seal on top.," March 2, 2017"
2577,GiGi,5.0 out of 5 stars,Wonderful product. This feels like you are putting on ...,  Wonderful product.  This feels like you are putting on a lovely facial cream versus sunscreen.  It does not burn your eyes.  Even my husband likes the product.," July 15, 2015"
2578,Dana,5.0 out of 5 stars,Great sunscreen for sensitive skin,"  Goes on clear and is very light weight, and does not irritate my sensitive skin!"," May 12, 2020"
2579,Drew,5.0 out of 5 stars,Great item,  Great item," June 16, 2019"
2580,Kate Blose,2.0 out of 5 stars,"It’s alright, not for me",  I was really excited to get this sunscreen to help with sun exposure and have more moisture but this product flakes off all day and leaves my face greasy and white. I want to give this brand another chance but definitely will not buy again.," July 15, 2019"
2581,Kindle Customer,5.0 out of 5 stars,Good for sensitive skin,  My wife really likes this have lotion.," August 31, 2019"
2582,RSG,5.0 out of 5 stars,"Just buy this, stop looking",  Just the best everyday lotion with SPF!! I have sensitive dry skin and this stuff is a miracle.," August 23, 2016"
2583,Jose Hernandez,5.0 out of 5 stars,Good product.,  Recommended by my doctor for my wife to use. She loves it and it does the job.," November 5, 2017"
2584,Judy A.,5.0 out of 5 stars,Excellent Facial Sunscreen,  Blends well.," May 1, 2021"
2585,Karen,5.0 out of 5 stars,Lasted me 5 months,  Love how it blends with my make up !!I used it for 5 months," October 4, 2019"
2586,Harini,5.0 out of 5 stars,I love it,  Its a perfect sun screen i found so far. Its thin and doesnt appear like a white patch on the face. I think it does the job. Skin feels good and is a right solution for acne prone skin. Love it," June 27, 2013"
2587,Paula Hamilton,1.0 out of 5 stars,Refund required,"  I received this face cream and only tried using it last weekend. Unfortunately the pump part doesn't work so I couldn't get any of the cream out. Even though it is past the return date, I would like a replacement please. Thank you."," August 21, 2019"
2588,Nellnell,5.0 out of 5 stars,Best face sunscreen,"  Love  this sunscreen! They usually break be out but, this does not. It has niacinamide in it and helps my rosacea. It leaves my skin with a perfect base for applying makeup and leaves a nice glow without feeling heavy or with a white cast. Won't use anything else!"," September 18, 2013"
2589,Jsmomma,5.0 out of 5 stars,Very satisfied,  Good price. Great product," October 22, 2018"
2590,charl,5.0 out of 5 stars,"Dermatologist recommended, this sunscreen is easily applied to provide full ...","  Dermatologist recommended, this sunscreen is easily applied to provide full protection.The creamy texture isn't greasy and works well under makeup. It's a good choice for sensitive skin."," February 22, 2016"
2591,Joanie,5.0 out of 5 stars,Best sunscreen ever!,"  This is the best facial sunscreen! No scent, goes on smooth and clear and it works! I have a tendency to redness and the niaminicide really calms it down :)"," November 25, 2016"
2592,Carole J. Manges,5.0 out of 5 stars,Five Stars,  A must for anyone that wants to protect them self from the sun .  Comes neatly packaged.," July 28, 2017"
2593,Yamini,5.0 out of 5 stars,Very nice i am loving it,  Vary nice especially for oily and combination skinspreads smoothly gives you a good lookAfter years i am satisfied with some cream on daily use," August 26, 2018"
2594,Joy Hopkins,5.0 out of 5 stars,It makes your face glow!,  My dermatologist suggested I use this brand! I love it!," May 27, 2021"
2595,Katlyn R. Armendariz,5.0 out of 5 stars,Use everyday!,  Does not leave a greasy feeling and doesn’t smell like yucky sunscreen!," June 11, 2020"
2596,Rachel K.,1.0 out of 5 stars,Turned me orange in an hour.,"  Very very drying, thought my skin was going to crack and when I looked in the mirror I was an oompa loompa."," April 13, 2021"
2597,Wednesday lopez,5.0 out of 5 stars,Highly recommend,  This was recommended to me by my dermatologist and since switching I would not use anything else. More than sunscreen it really keeps my complexion healthy.," July 5, 2015"
2598,C,4.0 out of 5 stars,Good sunscreen,"  Great for sensitive and acne prone skin, is not drying or irritating like some sunscreens. The only con to this product is you must apply it quickly and if you rub on it too much, it can pill a little."," October 27, 2018"
2599,Morgan,5.0 out of 5 stars,Five Stars,  Great sunscreen. Just wish it were less expensive.," April 30, 2018"
2600,Jodi Sowell,5.0 out of 5 stars,Doesn’t make his skin itch like some others,  Works very well for my husband.  Doesn’t make his skin itch like some others!," November 11, 2017"
2601,Elizabeth Mitchell,5.0 out of 5 stars,sunscreen,"  I have to wear sunscreen all the time, so I've tried out a few different brands for sensitive skin. This is my favorite so far, because it doesn't feel greasy when it goes on, it's clear when it goes on, doesn't make you to shiny, and there's no weird residues. You can put your make up on over it, no problem. The only issue I have with it is that, like it says on the bottle, you really do have to re-apply after exercise or sweating. It is not waterproof at all. So when I'm hiking or going to the beach, I definitely use a stronger brand. But for just day to day use, I think the Eltamd SPF 46 is the best sunscreen (I've come across, at least)."," February 3, 2013"
2602,KC,5.0 out of 5 stars,"Lightweight, good coverage, excellent sun protection.","  Fantastic stuff, but not sure why it suddenly doubled in price.  Bummed about that."," September 7, 2017"
2603,Asunnydoll12,5.0 out of 5 stars,Use this everyday!,"  I wear this everyday and have been for over a year. The dermatologist recommended it because I was starting to get brown spots due to hormones and being in the sun made them worse. Anyway, this has finely crushed zinc in it which protects against all sun rays. By keeping my face protected my skin looks so much better!"," September 11, 2014"
2604,Satisfied customer,5.0 out of 5 stars,Satified customer,  Elta Md is a great product. I only apply it once for the day and it lasted right throughout the entire day. It protects my skin very well from the sun. Money well spent!!!," May 5, 2015"
2605,emily helton,5.0 out of 5 stars,PERFECT,  AMAZING product!!!!! i re-buy everytime!," May 28, 2021"
2606,Aubrey Bleier,3.0 out of 5 stars,"Great texture, at first...","  I purchased this sunscreen based on the glowing recommendations it has. I was very pleased with it when I first tried it. I have incredibly oily skin, and this sunscreen sat well without making me oilier. It has an incredibly lightweight texture and a smooth, soothing application. I am also impressed by the niacinamide in it. However, there is one huge hangup for me: it pills like CRAZY. I can't even touch my face after application without white balls coming off of my face, and this happens regardless if I wear makeup on top. Makeup application is a nightmare. I love the application and feel of this sunscreen, but I can't get over how it comes off."," October 11, 2014"
2607,Laurie H,4.0 out of 5 stars,Good and simple,"  Great sunblock. Easy to apply fast and get in the water, or simply into the sun."," October 19, 2017"
2608,Marcus howard,5.0 out of 5 stars,Smells as good as it works,  I usually don’t like scented products but when the wind blows this is a very enjoyable yet light smell and the sunscreen rubs in very well," May 18, 2019"
2609,jwperry,5.0 out of 5 stars,... soul-less ginger wife uses this to keep her vampire like complexion. She likes it because it is scent-less ...,  My soul-less ginger wife uses this to keep her vampire like complexion. She likes it because it is scent-less and doesn't smell like you're wearing sunscreen.," May 18, 2015"
2610,Annette,5.0 out of 5 stars,Love,  Agree with all claims.  Not heavy - light on the skin with major protection.," October 24, 2020"
